Artikelnummer;Bezeichnung1;Bezeichnung2;EANNummer;Gewicht;GewichtLME;USER_AABreite;USER_AAHoehe;USER_AATiefe;USER_AFBreite;USER_AFGewicht;USER_AFHoehe;USER_AFLaenge;USER_AFVolumen;USER_AI;USER_AIBreite;USER_AIHoehe;USER_AILaenge;USER_EANNummerVerp;USER_EANNummerVerp2;USER_Farbe;USER_GewVE1;USER_GewVE2;USER_MatZusammensetzung;USER_Material;USER_PHArtikel115Pal;USER_ULBreite;USER_ULGewicht;USER_ULHoehe;USER_ULLaenge;Verkaufsmengeneinheit;Warennummer;FEFCO_Code
321610511;"Automatikbodenkarton, 160x130x70mm";"weiß, mit SK u. Faden, 10 St. geb.";4250414144562;0.09;0.09;;;;21;;6.5;30;;;;;;;;;;;"135 TL weiß / 115 WS / 115 TL braun";"1.20b weiß Q1";2280;;;;;Stck.;48191000;"Fefco 0701"
321610611;"Automatikbodenkarton, A5, 213x153x109mm";"weiß, mit SK u. Faden, 10 St. geb.";4250414144579;0.135;0.135;;;;27;;6.5;37.5;;;;;;;;;;;"135 TL weiß / 115 WS / 115 TL braun";"1.20b weiß Q1";1600;;;;;Stck.;48191000;"Fefco 0701"
322101025;"Großbriefkarton, A4, 345x245x17mm, braun";"zu 25 St gebündelt";4250414140212;0.081;0.081;25.1;2;35.2;44;2.025;4;57.5;25;;24.5;1.7;34.5;4250414140229;;;2250;;"115TL / 70WS / 115TL";1.02e;2600;;;;;Stck.;48191000;
322102425;"Großbriefkarton, A5, 215x155x15mm, braun";"zu 25 St gebündelt";4250414140236;0.039;0.039;23.5;2;16;32;0.975;4;38;25;;15.5;1.5;21.5;4250414140243;;;;;"115TL / 70WS / 115TL";1.02e;3900;;;;;Stck.;48191000;
322105510;"Cargobox Plus Automatik, 65x35x37cm";"braun, 2-wellig, 10 St. geb.";4250414142223;1.288;1.288;;;;61.9;;14.2;101.4;;;;;;;;;;;"140KLS / 80WS / 90WS / 115WS / 135TL";"2.40bc KLS N2";120;;;;;Stck.;48191000;"Fefco 0701"
322201015;"Versandkarton, 615x440x305mm";"braun, 15 St. geb.";4250414140403;0.907;0.907;;;;77.3;13.605;18;106.9;15;;44;60.5;61.5;4250414143503;;;;;"115 TL braun / 80 WS / 90 WS / 90 WS / 90 TL braun";"2.03bc N2";90;;;;;Stck.;48191000;Fefco0201
322201120;"Versandkarton, 255x170x120mm, braun";"VE 20";4250414140366;0.099;0.099;;;;30.5;1.98;15;43.5;20;;17;21;25.5;4250414143480;;;;;"115 TL / 90 WS / 115 TL";"1.02c N2";1120;;;;;Stck.;48191000;Fefco0201
322201215;"Versandkarton, 380x275x370mm";"braun, 15 St. gebündelt, 2-wellig ";4250414140380;0.498;0.498;;;;67;7.47;18;67.5;15;;27.5;37;38;4250414143497;;;;;"115 TL / 80 Ws / 90 WS / 90 WS / 90 TL";"2.03bc N2";180;;;;;Stck.;48191000;"Fefco 0201"
322402110;"Versandkarton, 400x300x300mm";"braun, 2-wellig, 10 St. geb. ";4250414136215;0.458;0.458;;;;61.5;4.58;7.5;71;10;;30;30;40;4250414136222;;;;;"115TL / 80 WS / 90 WS / 80 WS / 90 TL";"2.03be N2";280;;;;;Stck.;48191000;"Fefco 0201"
322402310;"Versandkarton, 500x400x300mm,";"braun, 2-wellig, 10 gebündelt";4250414136253;0.655;0.655;50.7;31.3;40.7;71.4;6.55;7.5;90.8;10;;40;30;50;4250414136260;;;;;"115 TL / 80 WS / 90 WS / 80 WS / 90TL";"2.03be N2";140;;;;;Stck.;48191000;
322402510;"Versandkarton, 800x300x200mm";"braun, 2-wellig, 10 St. geb.";4250414136291;0.596;0.596;;;;51.5;5.96;7.5;111;10;;30;20;80;4250414136307;;;;;"115TL / 80W / 90W / 80 WS / 90TL";"2.03be N2";280;;;;;Stck.;48191000;"Fefco 0201"
322403001;"Versandkarton, 588x588x579mm";"braun, ``schwerer Karton``, AM: 600x600x600mm";4250414145842;1.662;0;60;60;60;119;;1.5;119.5;;;58.8;57.9;58.8;;;schwarz;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";150;;;;;Stck.;48191000;"Fefco 0201"
322403020;"Versandkarton, 300x200x170mm";"braun, 20 St. gebündelt";4250414136079;0.137;0.137;;;;38;2.76;9;51;20;;;;;4250414136086;;;;;"120 KLS braun / 80 WS / 115 TL braun ";"1.20b KLS N2 ";880;;;;;Stck.;48191000;"Fefco 0201"
322403025;"Versandkarton, 150x150x150mm";"braun, 25 St. gebündelt";4250414145644;0.069;0;15.5;16;15.5;31;1.725;11;31;25;;15;15;15;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";1800;;;;;Stck.;48191000;"Fefco 0201"
322403120;"Versandkarton, 430x310x250mm";"braun, 20 St. gebündelt";4250414136093;0.3;0.3;31.5;26;43.5;57;6;9;75;20;;31;25;43;4250414136109;;;;;"120 KLS braun / 80 WS / 115 TL braun ";"1.20b KLS N2 ";440;;;;;Stck.;48191000;"Fefco 0201"
322403125;"Versandkarton, 200x100x110mm";"braun, 25 St. gebündelt";4250414145651;0.049;0;10.5;12;20.5;22;1.225;11;31;25;;10;11;20;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";2700;;;;;Stck.;48191000;"Fefco 0201"
322403220;"Versandkarton, 540x340x320mm ";"braun, 20 St. gebündelt ";4250414136116;0.418;0.418;;;;67;8.36;9;89;20;;;;;4250414136123;;;;;"120 KLS braun / 80 WS / 115 TL braun ";"1.20b KLS N2 ";440;;;;;Stck.;48191000;"Fefco 0201"
322403225;"Versandkarton, 200x150x90mm";"braun, 25 St. gebündelt";4250414145668;0.064;0;15.5;10;20.5;25;1.6;11;36;25;;15;9;20;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";2250;;;;;Stck.;48191000;"Fefco 0201"
322403320;"Versandkarton, 600x400x400mm";"braun, 20 St. gebündelt ";4250414136130;0.572;0.572;;;;81;11.44;9;101;20;;;;;4250414136147;;;;;"120 KLS braun / 80 WS / 115 TL braun ";"1.20b KLS N2 ";220;;;;;Stck.;48191000;"Fefco 0201"
322403325;"Versandkarton, 215x180x135mm";"braun, 25 St. gebündelt";4250414145675;0.094;0;18.5;14.5;22;32.5;2.35;11;40.5;25;;18;13.5;21.5;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";1800;;;;;Stck.;48191000;"Fefco 0201"
322403420;"Versandkarton, 400x300x300mm ";"braun, 20 St. gebündelt";4250414136154;0.305;0.305;;;;61;6.1;9;71;20;;;;;4250414136161;;;;;"120 KLS braun / 80 WS / 115 TL braun ";"1.20b KLS N2";440;;;;;Stck.;48191000;"Fefco 0201"
322403425;"Versandkarton, 335x260x140mm";"braun, 25 St. gebündelt";4250414145637;0.175;0;26.5;15;34;41;4.375;11;60.5;25;;26;14;33.5;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0201"
322403520;"Versandkarton, 400x300x200mm";"braun, 20 St. gebündelt ";4250414136178;0.255;0.255;;;;51;5.1;9;71;20;;;;;4250414136185;;;;;"120 KLS braun / 80 WS / 115 TL braun ";"1.20b KLS N2 ";440;;;;;Stck.;48191000;"Fefco 0201"
322403525;"Versandkarton, 348x245x90mm";"braun, 25 St. gebündelt";4250414145682;0.146;0;25;10;35.3;34.5;3.65;11;60;25;;24.5;9;34.8;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0201"
322403620;"Versandkarton, 800x600x400mm ";"braun, 20 St. geb.,";4250414136277;1.489;1.489;;;;101.5;29.78;14.5;141;;;;;;4250414136284;;;;;"115 TL braun / 80 WS / 90 WS / 80 WS / 90 TL braun ";"2.03be N2 ";140;;;;;Stck.;48191000;"Fefco 0201"
322403625;"Versandkarton, 300x300x150mm";"braun, 25 St. gebündelt";4250414145699;0.198;0;30.5;16;30.5;46;4.95;11;61;25;;30;15;30;;;schwarz;;;"120 KLS braun  / 80 WS / 115 TL braun";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0201"
322403720;"Versandkarton, 600x400x400mm";"braun, lose auf Palette ";4250414136314;0.86;0.86;40.7;41.4;60.7;81.5;;1;101;;;40;40;60;4250414136321;;;;;"115 TL braun / 80 WS / 90 WS / 80 WS / 90 TL braun ";"2.03be N2 ";140;;;;;Stck.;48191000;"Fefco 0201"
322403725;"Versandkarton, 230x170x80mm";"braun, 25 St. gebündelt";4250414145705;0.076;0;17.5;9;23.5;26;1.9;11;41;25;;17;8;23;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";2025;;;;;Stck.;48191000;"Fefco 0201"
322403825;"Versandkarton, 185x185x110mm";"braun, 25 St. gebündelt";4250414145712;0.083;0;19;12;19;30.5;2.075;11;38;25;;18.5;11;18.5;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";2025;;;;;Stck.;48191000;"Fefco 0201"
322403925;"Versandkarton, 240x130x130mm";"braun, 25 St. gebündelt";4250414145729;0.073;0;13.5;14;24.5;27;1.825;11;38;25;;13;13;24;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";2025;;;;;Stck.;48191000;"Fefco 0201"
322404025;"Versandkarton, 185x135x135mm";"braun, 25 St. gebündelt";4250414145736;0.066;0;14;14.5;19;28;1.65;11;33;25;;13.5;13.5;18.5;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";2700;;;;;Stck.;48191000;"Fefco 0201"
322404125;"Versandkarton, 190x150x140mm";"braun, 25 St. gebündelt";4250414145743;0.075;0;15.5;15;19.5;30;1.875;11;35;25;;15;14;19;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";1800;;;;;Stck.;;"Fefco 0201"
322404225;"Versandkarton, 355x245x135mm";"braun, 25 St. gebündelt";4250414145750;0.167;0;25;14.5;36;39;4.175;11;61;25;;24.5;13.5;35.5;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0201"
322404325;"Versandkarton, 250x150x150mm";"braun, 25 St. gebündelt";4250414145767;0.091;0;15.5;16;25.5;31;2.275;11;41;25;;15;15;25;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";1800;;;;;Stck.;48191000;"Fefco 0201"
322404425;"Versandkarton, 114x113x100mm";"braun, 25 St. gebündelt";4250414145774;0.038;0;11.8;11;11.9;22.5;0.95;11;23.5;25;;11.3;10;11.4;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";4500;;;;;Stck.;48191000;"Fefco 0201"
322404525;"Versandkarton, 250x175x100mm";"braun, 25 St. gebündelt";4250414145781;0.088;0;18;11;25.5;28.5;2.2;11;43.5;25;;17.5;10;25;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N7";2025;;;;;Stck.;48191000;"Fefco 0201"
322404625;"Versandkarton, 300x215x100mm";"braun, 25 St. gebündelt";4250414145798;0.12;0;22;11;30.5;32.5;3;11;52.5;25;;21.5;10;30;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0201"
322404725;"Versandkarton, 228x160x102mm";"braun, 25 St. gebündelt";4250414145804;0.077;0;16.5;11.2;23.3;27.5;1.925;11;39.5;25;;16;10.2;22.8;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";2025;;;;;Stck.;48191000;"Fefco 0201"
322404825;"Versandkarton, 300x215x140mm";"braun, 25 St. gebündelt";4250414145811;0.135;0;22;15;30.5;36.5;3.375;11;52.5;25;;21.5;14;30;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";1350;;;;;Stck.;48191000;"Fefco 0201"
322404925;"Versandkarton, 170x150x100mm";"braun, 25 St. gebündelt";4250414145828;0.062;0;15.5;11;17.5;26;1.55;11;33;25;;15;10;17;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";2025;;;;;Stck.;48191000;"Fefco 0201"
322405025;"Versandkarton, 320x240x240mm";"braun, 25 St. gebündelt";4250414145835;0.197;0;24.5;25;32.5;49;4.925;11;57;25;;24;24;32;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0201"
322405115;"Versandkarton, 588x388x378mm";"braun, 15 St. gebündelt, AM: 600x400x400mm";4250414145873;0.864;0;40;40;60;79.5;12.96;16.5;99;15;;38.8;37.8;58.8;;;schwarz;;;"115 TL braun / 80 WS / 90 WS / 90 WS / 90 TL braun";"2.03bc N2";90;;;;;Stck.;48191000;"Fefco 0201"
322405125;"Versandkarton, 300x300x300mm";"braun, 25 St. gebündelt";4250414145859;0.262;0;30.5;31;30.5;61;6.55;11;61;25;;30;30;30;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";450;;;;;Stck.;48191000;"Fefco 0201"
322405215;"Versandkarton, 600x400x400mm";"braun, 15 St. gebündelt";4250414145903;0.984;0;41.2;42.2;61.2;83;14.76;16.5;101.5;15;;40;40;60;4250414145620;;schwarz;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";90;;;;;Stck.;48191000;"Fefco 0201"
322405225;"Versandkarton, 330x260x180mm";"braun, 25 St. gebündelt";4250414145880;0.191;0;26.5;19;33.5;45;4.775;11;60;25;;26;18;33;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0201"
322405325;"Versandkarton, 250x200x140mm";"braun, 25 St. gebündelt";4250414145897;0.114;0;20.5;15;25.5;35;2.85;11;46;25;;20;14;25;;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";1350;;;;;Stck.;48191000;"Fefco 0201"
322405410;"CargoBox Plus M 60x40x30cm, 72L, 2-wellig, VE 10";;4250414136413;1.327;1.327;;32;40.5;99.8;13.27;12.5;101.4;10;;40;30;60;4250414136420;;;;;"140 KLS / 80 Ws / 90 WS / 115 WS / 135 TL";"2.40bc KLS N2";90;;;;;Stck.;48191000;
322405505;"Gläserkarton, 64x34x36cm";"braun, mit Gefache + Einlage, VE5";4250414136437;1.66;0;;;;61.5;;12.5;99;5;;;;;4250414144739;;;8;;"120 KLS / 80 WS / 90 WS / 80 WS / 115 TL";"2.30be KLS N2";90;;;;;Stck.;48191000;
322405510;"CargoBox Plus L, braun, 64x34x36cm, 2-wellig,VE 10";;4250414136437;1.041;1.041;65;38.5;34.5;99.4;10.41;12.5;96.8;10;;34;36;64;4250414136444;;;;;"120KLS / 80WS / 90WS / 80WS / 115TL";"2.30be KLS N2";130;;;;;Stck.;48191000;
322405610;"CargoBox Plus XL,138,6L,  braun, 75x42x44cm, VE 10";"braun, 10 St. gebündelt";4250414136451;1.88;1.88;76;46.5;43;117;18.8;12.5;118.4;10;;42;44;75;4250414136468;;;18800;;"140 KLS / 80 WS / 90 WS /115 WS / 135 TL";"2.40bc KLS N2";90;;169.2;;;Stck.;48191000;
323101000;"Felgenpappe, 550x550mm";"braun, lose, bis 20 Zoll Felgen";4250414144050;0.195;0.195;;;;55;;0.4;55;;;;;;4250414144067;;;;;"140 KLS braun / 80 WS / 90 WS / 115 WS / 135 TL braun";"2.40bc KLS N2";560;;;;;Stck.;48191000;"Fefco 0500"
343101201;"Luftpolstertasche, Gr.1, 100x165mm, braun";"AM: 120x175mm, 200 St i. UK";4250414134365;0.006;0.006;;;;;;;;200;;;;0;4250414134389;;;;1388;75g/m²;"Kraftpapier, braun, e-glatt";6800;24.5;1.388;18.5;57.5;Stck.;48194000;
343101202;"Luftpolstertasche, Gr. 2, 120x215mm, braun";"AM: 140x225, 200 St i. UK";4250414134396;0.008;0.008;;;;;;;;200;;;;0;4250414134419;;;;1991;;"Papier - 75 g";4400;28.5;1.991;24;59.5;Stck.;48194000;
343102101;"Luftpolstertasche, Gr. 3, 150x215mm, braun";"AM: 170x225, 100 St i. UK";4250414134426;0.01;0.01;;;;;;;;100;;;;0;4250414134440;;;;1244;75g/m²;"Kraftpapier, braun, e-glatt";3400;18;1.244;24;59.5;Stck.;48194000;
343102102;"Luftpolstertasche, Gr. 4, 180x265mm, braun";"AM: 200x275, 100 St i. UK";4250414134457;0.014;0.014;;;;;;;;100;;;;0;4250414134471;;;;1708;75g/m²;"Kraftpapier, braun, e-glatt";2600;20.5;1.708;28.5;59.5;Stck.;48194000;
343102103;"Luftpolstertasche, Gr. 5, 220x265mm, braun";"AM: 240x275, 100 St i. UK";4250414134488;0.017;0.017;;;;;;;;100;;;;0;4250414134501;;;;2030;;"Papier - 75 g";2200;24.5;2.03;28.5;59.5;Stck.;48194000;
343102104;"Luftpolstertasche, Gr. 6, 220x340mm, braun";"AM: 240x350, 100 St i. UK";4250414134518;0.021;0.021;;;;;;;;100;;;;0;4250414134532;;;;2506;75g/m²;"Kraftpapier, braun, e-glatt";1600;24.5;2.506;36;59.5;Stck.;48194000;
343102105;"Luftpolstertasche, Gr. 7, 230x340mm, braun";"AM: 250x350, 100 St i. UK";4250414134549;0.022;0.022;;;;;;;;100;;;;0;4250414134563;;;;2605;;"Papier - 75 g";1600;25.5;2.605;36;59.5;Stck.;48194000;
343102106;"Luftpolstertasche, Gr.8, 270x360mm, braun";"AM: 290x370, 100 St i. UK";4250414134570;0.027;0.027;;;;;;;;100;;;;0;4250414134594;;;;3166;;"Papier - 75 g";1200;30.5;3.166;38;59.5;Stck.;48194000;
343103050;"Luftpolstertasche, Gr.9, 300x445mm, braun";"AM: 320x455, 50 St i. UK";4250414134600;0.036;0.036;;;;;;;;50;;;;0;4250414134624;;;;2216;;"Papier - 75 g";750;32.5;2.216;46.5;34;Stck.;48194000;
343103150;"Luftpolstertasche, Gr.10, 350x470mm, braun";"AM: 370x480, 50 St i. UK";4250414134631;0.044;0.044;;;;;;;;50;;;;0;4250414134655;;;;2660;;"Papier - 75 g";600;34;2.66;49;37.5;Stck.;48194000;
343104150;"Luftpolstertasche, CD, 180x165mm, braun";"AM: 200x175mm, 200 St i. UK";4250414134662;0.009;0.009;;;;;;;;100;;;;0;4250414134686;;;;2310;;"Papier - 75 g";4000;40.5;2.31;18.5;58.5;Stck.;48194000;
343111201;"Luftpolstertasche, GR. 1, 100x165mm, weiß";"AM: 120x175mm, 200 St i. UK";4250414134037;0.006;0.006;;;;;;;;200;;;;0;4250414134051;;;;1388;"75g/m² ";"Kraftpapier weiß, e-glatt ";6800;24.5;1.388;18.5;57.5;Stck.;48194000;
343111202;"Luftpolstertasche, GR.2 120x215mm, weiß";"AM: 140x225, 200 St i. UK";4250414134068;0.008;0.008;;;;;;;;200;;;;0;4250414134082;;;;1991;75g/m²;"Kraftpapier, weiß, e-glatt";4400;28.5;1.991;24;59.5;Stck.;48194000;
343111203;"Luftpolstertasche, CD, 180x165mm, weiß";"AM: 200x175, 100 St i. UK";4250414134334;0.009;0.009;;;;;;;;200;;;;0;4250414134358;;;;2310;;"Papier - 75 g";4000;40.5;2.31;18.5;58.5;Stck.;48194000;
343112101;"Luftpolstertasche, Gr. 3, 150x215mm, weiß";"AM: 170x225, 100 St i. UK";4250414134099;0.01;0.01;;;;;;;;100;;;;0;4250414134112;;;;1244;75g/m²;"Kraftpapier, weiß, e-glatt";3400;18;1.244;24;59.5;Stck.;48194000;
343112102;"Luftpolstertasche, Gr. 4, 180x265mm, weiß";"AM: 200x275, 100 St i. UK";4250414134129;0.014;0.014;;;;;;;;100;;;;0;4250414134143;;;;1708;;"Papier - 75 g";2600;20.5;1.708;28.5;59.5;Stck.;48194000;
343112103;"Luftpolstertasche, Gr. 5, 220x265mm, weiß";"AM: 240x275, 100 St i. UK";4250414134150;0.017;0.017;;;;;;;;100;;;;0;4250414134174;;;;2030;75g/m²;"Kraftpapier, weiß, e-glatt";2200;24.5;2.03;28.5;59.5;Stck.;48194000;
343112104;"Luftpolstertasche, Gr. 6, 220x340mm, weiß";"AM: 240x350, 100 St i. UK";4250414134181;0.021;0.021;;;;;;;;100;;;;0;4250414134204;;;;2506;75g/m²;"Kraftpapier, weiß, e-glatt";1600;24.5;2.506;36;59.5;Stck.;48194000;
343112105;"Luftpolstertasche, Gr. 7, 230x340mm, weiß";"AM: 250x350, 100 St i. UK";4250414134211;0.022;0.022;;;;;;;;100;;;;0;4250414134235;;;;2605;75g/m²;"Kraftpapier, weiß, e-glatt";1600;25.5;2.605;36;59.5;Stck.;48194000;
343112106;"Luftpolstertasche, Gr. 8, 270x360mm, weiß";"AM: 290x370, 100 St i. UK";4250414134242;0.027;0.027;;;;;;;;100;;;;0;4250414134266;;;;3166;;"Papier - 75 g";1200;30.5;3.166;38;59.5;Stck.;48194000;
343113050;"Luftpolstertasche, Gr.9, 300x445mm, weiß";"AM: 320x455, 50 St i. UK";4250414134273;0.036;0.036;;;;;;;;50;;;;0;4250414134297;;;;2216;75g/m²;"Kraftpapier, weiß, e-glatt";750;32.5;2.216;46.5;34;Stck.;48194000;
343113150;"Luftpolstertasche, Gr.10, 350x470mm, weiß";"AM: 370x480, 50 St i. UK";4250414134303;0.044;0.044;;;;;;;;50;;;;0;4250414134327;;;;2660;75g/m²;"Kraftpapier, weiß, e-glatt";600;34;2.66;49;37.5;Stck.;48194000;
343421301;"Ministretch-Set, transp., 0,1x150m, 23mµ, VE 12";"inklusive Kunststoffgriff";4250414136772;0.5432;0.431;26.5;8;8;;5.172;;;12;;;;0;4250414137229;;;7;;;;672;29.5;;14;39.5;Stck.;39201024;
343481065;"Soft-Fill im Polybeutel, 65 liter, VE 1";;4250414136802;0.4459;0.05;;;;30;0.05;60;65;1;;;;0;;;;0;;;;13;80;0.7;110;120;Pck.;39239000;
740799501;"E-Commerce Faltbodenschachtel, MINI, 300x240x60mm";"weiß, unbedruckt, VE 20";4250414140250;0.104;0.104;30.9;6.3;24.6;31;2.08;11;55.5;20;;24;6;30;4250414140632;;;;;"135 TL weiß / 70 Ws / 135 TL braun";"1.20e weiß";1320;;;;;Stck.;48191000;"Fefco 0759"
740799601;"E-Commerce Faltbodenschachtel, KLEIN, 400x300x80mm";"weiß, unbedruckt, VE 20";4250414140274;0.176;0.176;40.9;8.3;30.6;41;3.52;11;69.5;20;;30;8;40;4250414143459;;;;;"135 TL weiß / 70 Ws / 135 TL braun";"1.20e weiß";360;;;;;Stck.;48191000;"Fefco 0759"
740799701;"E-Commerce Faltenschachtel, MITTEL, 510x310x100mm,";"weiß, unbedruckt, VE 10";4250414140298;0.256;0.256;52.3;10.5;31.9;52.5;2.56;6.5;74;10;;31;10;51;4250414140304;;;;;"135 KL weiß / 80 Ws / 135 TL braun";"1.30b weiß N2";320;;;;;Stck.;48191000;"Fefco 0759"
740799801;"E-Commerce Faltbodenschachtel,GROSS, 600x400x200mm";"weiß, unbedruckt, VE 10";4250414140311;0.544;0.544;61.3;20.5;40.9;61.5;5.44;11;102;10;;40;20;60;4250414140328;;;;;"135 KL weiß / 80 Ws / 135 TL braun";"1.30b weiß N2";160;;;;;Stck.;48191000;"Fefco 0759"
740910602;"Warenpostkarton, IM: 337x245x27mm";"braun, AM: 353x250x30mm, 50 St. gebündelt ";4250414142292;0.09;0.09;;;;48;4.5;7.5;58;50;;;;;4250414142520;;;;;"115 TL braun / 70 WS / 115 TL braun ";"1.02e ";2800;;;;;Stck.;48191000;"Fefco 0427"
740910605;"Kleinpaket Fefco0201, 345x245x70mm";"braun, 25 St. gebündelt, AM: 350x250x80mm";4250414146276;0.137;0;25;8;35;32;3.425;11;59.5;25;;24.5;7;34.5;4250414146375;;schwarz;;;"120 KLS braun / 80 WS / 115 TL braun";"1.20b KLS N2";900;;;;;Stck.;48191000;"Fefco 0201"
742100456;"Versandkarton - Logistik - 793x593x487mm, braun,";"Zusatzrillung bei 200,300,400mm";4250414144876;1.505;1.505;80;50;60;109.3;;0.72;139.4;;;59.3;48.7;79.3;;;;;;"115 TL / 80 WS / 90 WS / 80 WS / 90 TL";"2.03be N2";240;;;;;Stck.;48191000;
742102456;"Fefco 0201 - Logistik - 793x593x298mm, braun, NEU";"für max. 150 Liter Volumen";4250414144821;1.314;1.314;60;31.2;80;90.5;;1;139.5;;;59.3;29.8;79.3;;;;;;"115 TL braun / 80 WS / 90 WS / 80 WS / 90 TL braun";"2.03be N2";240;;;;;Stck.;48191000;"Fefco 0201"
912502291;"Mais und Weizenkarton, 550x450x200mm";"braun, 15 St. gebündelt, für 25kg";;0.806;0;46.2;22.2;56.2;68;12.09;16.5;101.5;15;;45;20;55;;;;;;"120 KLS braun / 80 WS / 90 WS / 90 WS / 115 TL braun";"2.30bc KLS N2";150;;;;;Stck.;48191000;"Fefco 0201"
941101010;"1,5l Karton für Bag-in-Box, 130x85x190mm";"braun, 10 St. geb., ohne Beutel";4250414142230;0.065;0.065;;;;22;;4;31;;;;;;;;;;;"135KL / 90WS / 1315TL";1.30e;2640;;;;;Stck.;48191000;"Fefco 0499"
941101110;"3l Karton für Bag-in-Box, 143x134x220mm";"braun, 10 St. geb., ohne Beutel";4250414142247;0.104;0.142;;;;28.3;;5.5;39.1;;;;;;;;;;;"175KL / 135WS / 140KLS";"1.40b N1";1280;;;;;Stck.;48191000;"Fefco 0499"
941101210;"5l Karton für Bag-in-Box, 163x150x243mm";"braun, 10 St. geb., ohne Beutel";4250414142254;0.194;0.194;;;;31.9;;5.5;42.9;;;;;;;;;;;"175KL / 135WS / 140KLS";"1.40b N1";1200;;;;;Stck.;48191000;"Fefco 0499"
941101310;"10l Karton für Bag-in-Box, 245x150x340mm";"braun, 10 St. geb., ohne Beutel";4250414142278;0.363;0.363;;;;40.3;;9.75;53.3;;;;;;;;;;;"135KL / 115WS / 90WS / 90WS / 135TL";"2.40be T9";400;;;;;Stck.;48191000;"Fefco 0499"
941101410;"20l Karton für Bag-in-Box, 295x200x390mm";"braun, 10 St. geb., ohne Beutel";4250414142285;0.549;0.549;;;;50.3;;9.75;63.3;;;;;;;;;;;"135KL / 115WS / 90WS / 90WS / 135TL";"2.40be T9";400;;;;;Stck.;48191000;"Fefco 0499"
941102010;"1,5l Beutel für Bag-in-Box, 320x200mm (AM)";"transparent, 400 St. / Box";4250414142391;0.0393;0.037;20;;32;;;;;;;18;;30;;;;;;;"Innen: 50mµ LDPE, Außen: 70mµ PE-EVOH";8000;60;16.7;23;80;Stck.;39232100;
941102110;"3l Beutel für Bag-in-Box, 350x265mm (AM)";"transparent, 400 St. / Box";4250414142407;0.0393;0.045;26.5;;35;;;;;;;24.5;;33;;;;;;;"Innen: 50µ LLDPE, Außen: 70/6/1 EVOH";8000;60;16.7;23;80;Stck.;39232100;
941102210;"5l Beutel für Bag-in-Box, 400x320mm (AM)";"transparent, 350 St. / Box";4250414142414;0.0449;0.051;32;;40;;;;;;;30;;38;;;;;;;"Innen: 50µ LLDPE, Außen: 70/6/1 EVOH";7000;60;16.7;23;80;Stck.;39232100;
941102310;"10l Beutel für Bag-in-Box, 500x400mm (AM)";"transparent, 350 St. / Box";4250414142421;0.0628;0.065;40;;50;;;;;;;38;;48;;;;;;;"Innen: 50µ LLDPE, Außen: 70/6/1 EVOH";2800;60;16.7;23;80;Stck.;39232100;
